ID_Full	ID	Haplotype	Source_Identifier	original_locus	physical_locus	retained_alignment_candidates_at_original_slot	partition	reason	admitted_alignment	admitted_record
NA20905_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20905	h2	NA20905#2#CM087507.1:103536856-103547088	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20905_hap2
NA21093_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA21093	h1	NA21093#1#CM089597.1:104466700-104476953	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA21093_hap1
NA21093_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA21093	h2	NA21093#2#CM089608.1:104202430-104212683	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA21093_hap2
NA21102_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA21102	h1	NA21102#1#CM094424.1:104158878-104169132	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA21102_hap1
NA21102_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA21102	h2	NA21102#2#JBIREI010000010.1:103991890-104002144	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA21106_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA21106	h1	NA21106#1#CM089555.1:104378808-104389062	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA21106_hap1
NA21106_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA21106	h2	NA21106#2#CM089585.1:103728726-103738958	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA21106_hap2
NA21110_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA21110	h1	NA21110#1#CM089664.1:105649110-105659363	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA21110_hap1
NA21110_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA21110	h2	NA21110#2#CM089680.1:102750412-102760665	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA21110_hap2
NA21144_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA21144	h1	NA21144#1#CM094092.1:101519194-101529426	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA21144_hap1
NA21144_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA21144	h2	NA21144#2#CM094108.1:103777425-103787679	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA21144_hap2
NA21309_mat_hprc_r2_v1.0.1_HML-2_3q12.3	NA21309	mat	NA21309#2#JAHEPB020000043.1:8037276-8047506	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA21309_pat_hprc_r2_v1.0.1_HML-2_3q12.3	NA21309	pat	NA21309#1#JAHEPC020000044.1:13659964-13670217	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA21487_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA21487	h1	NA21487#1#haplotype1-0000013#0:96642377-96681527	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA21487_h1
NA21487_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA21487	h2	NA21487#2#haplotype2-0000156#0:11322093-11361296	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA21487_h2
NA24385_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA24385	h1	NA24385#1#haplotype1-0000015#0:104118798-104157979	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA24385_h1
NA24385_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA24385	h2	NA24385#2#haplotype2-0000080#0:104619755-104658878	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA24385_h2
HG00096_h1_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00096	h1	HG00096#1#haplotype1-0000028#0:85199437-85238795	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00096_h1
HG00096_h2_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00096	h2	HG00096#2#haplotype2-0000121#0:85239263-85278574	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00096_h2
HG00097_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00097	h1	HG00097#1#CM094062.1:115903886-115914230	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00097_hap1
HG00097_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00097	h2	HG00097#2#JBIRDE010000040.1:114268753-114279099	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00099_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00099	h1	HG00099#1#JBHDWO010000062.1:25363105-25373451	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00099_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00099	h2	HG00099#2#JBHDWP010000011.1:23811046-23821392	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00126_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00126	h1	HG00126#1#CM090110.1:118631002-118641348	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00126_hap1
HG00126_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00126	h2	HG00126#2#CM090122.1:118390742-118401088	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00126_hap2
HG00128_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00128	h1	HG00128#1#CM090077.1:117251851-117262197	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00128_hap1
HG00128_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00128	h2	HG00128#2#CM090093.1:114986733-114997079	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00128_hap2
HG00133_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00133	h1	HG00133#1#CM090047.1:115361323-115371669	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00133_hap1
HG00133_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00133	h2	HG00133#2#CM090062.1:115493079-115503425	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00133_hap2
HG00140_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00140	h1	HG00140#1#JBHDVY010000046.1:25385794-25396140	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00140_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00140	h2	HG00140#2#CM087134.1:114925834-114936180	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00140_hap2
HG00146_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00146	h1	HG00146#1#JBHIKO010000049.1:23276519-23286864	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00146_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00146	h2	HG00146#2#JBHIKP010000013.1:23486450-23496796	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00171_h1_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00171	h1	HG00171#1#haplotype1-0000017#0:119246576-119285888	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00171_h1
HG00171_h2_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00171	h2	HG00171#2#haplotype2-0000139#0:115691703-115731061	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00171_h2
HG00232_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00232	h1	HG00232#1#CM089993.1:116103513-116113859	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00232_hap1
HG00232_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00232	h2	HG00232#2#CM090024.1:116654809-116665155	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00232_hap2
HG00235_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00235	h1	HG00235#1#JBIRED010000014.1:22665803-22676149	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00235_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00235	h2	HG00235#2#JBIREE010000041.1:22066845-22077191	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00253_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00253	h1	HG00253#1#CM094459.1:121425859-121436205	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00253_hap1
HG00253_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00253	h2	HG00253#2#JBIREK010000044.1:22582656-22593002	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00268_h1_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00268	h1	HG00268#1#haplotype1-0000018#0:85558843-85598155	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00268_h1
HG00268_h2_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00268	h2	HG00268#2#haplotype2-0000068#0:85333338-85372698	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00268_h2
HG00272_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00272	h1	HG00272#1#CM094186.1:119468355-119478701	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00272_hap1
HG00272_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00272	h2	HG00272#2#CM094213.1:114839916-114850261	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00272_hap2
HG00280_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00280	h1	HG00280#1#JBHDWA010000070.1:22811452-22821798	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00280_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00280	h2	HG00280#2#JBHDWB010000001.1:22589877-22600223	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00290_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00290	h1	HG00290#1#JBHIKK010000041.1:116127690-116138036	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00290_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00290	h2	HG00290#2#CM090004.1:115371013-115381358	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00290_hap2
HG00320_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00320	h1	HG00320#1#JBHIKI010000008.1:24263176-24273522	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00320_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00320	h2	HG00320#2#JBHIKJ010000051.1:24630869-24641215	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00321_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00321	h1	HG00321#1#CM089538.1:117720851-117731197	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00321_hap1
HG00321_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00321	h2	HG00321#2#CM089569.1:115053956-115064301	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00321_hap2
HG00323_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00323	h1	HG00323#1#CM087304.1:114732283-114742629	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00323_hap1
HG00323_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00323	h2	HG00323#2#CM087329.1:114926917-114937262	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00323_hap2
HG00329_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00329	h1	HG00329#1#JBIRDP010000010.1:115596926-115607271	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00329_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00329	h2	HG00329#2#CM094239.1:115404818-115415163	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00329_hap2
HG00344_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00344	h1	HG00344#1#CM094503.1:116986944-116997290	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00344_hap1
HG00344_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00344	h2	HG00344#2#CM094514.1:116605058-116615404	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00344_hap2
HG00350_hap1_hprc_r2_v1.0.1_HML-2_3q13.2	HG00350	h1	HG00350#1#CM094470.1:115393036-115403382	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00350_hap1
HG00350_hap2_hprc_r2_v1.0.1_HML-2_3q13.2	HG00350	h2	HG00350#2#CM094489.1:115220835-115231181	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00350_hap2
HG00358_h1_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00358	h1	HG00358#1#haplotype1-0000002#0:115957957-115997314	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00358_h1
HG00358_h2_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00358	h2	HG00358#2#haplotype2-0000082#0:117432120-117471475	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00358_h2
HG00408_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00408	mat	HG00408#2#CM085966.1:115126786-115137131	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00408_mat
HG00408_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00408	pat	HG00408#1#CM085954.1:115627316-115637661	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00408_pat
HG00423_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00423	mat	HG00423#2#CM089414.1:115793649-115803994	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00423_mat
HG00423_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00423	pat	HG00423#1#CM089398.1:114741474-114751820	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00423_pat
HG00438_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00438	mat	HG00438#2#CM089188.1:115401865-115412211	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00438_mat
HG00438_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00438	pat	HG00438#1#CM089169.1:115144176-115154521	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00438_pat
HG005_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG005	mat	HG005#2#CM099974.1:115309215-115319561	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG005_mat
HG005_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG005	pat	HG005#1#CM099985.1:115139870-115150216	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG005_pat
HG00512_h1_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00512	h1	HG00512#1#haplotype1-0000019#0:85335841-85375155	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00512_h1
HG00512_h2_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00512	h2	HG00512#2#haplotype2-0000281#0:85393745-85433103	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00512_h2
HG00513_h1_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00513	h1	HG00513#1#haplotype1-0000035#0:85402539-85442217	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00513_h1
HG00513_h2_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00513	h2	HG00513#2#haplotype2-0000096#0:115189273-115228631	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00513_h2
HG00514_h1_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00514	h1	HG00514#1#haplotype1-0000046#0:115361979-115401292	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00514_h2_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00514	h2	HG00514#2#haplotype2-0000189#0:85479279-85518960	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00544_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00544	mat	HG00544#2#CM089385.1:114911894-114922239	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00544_mat
HG00544_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00544	pat	HG00544#1#CM089371.1:116628268-116638614	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00544_pat
HG00558_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00558	mat	HG00558#2#CM088521.1:115401159-115411504	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00558_mat
HG00558_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00558	pat	HG00558#1#CM088492.1:114605870-114616216	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00558_pat
HG00597_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00597	mat	HG00597#2#CM085781.1:114628242-114638588	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00597_mat
HG00597_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00597	pat	HG00597#1#CM085768.1:114877441-114887787	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00597_pat
HG00609_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00609	mat	HG00609#2#CM086358.1:116440667-116451012	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00609_mat
HG00609_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00609	pat	HG00609#1#CM086348.1:116401283-116411628	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00609_pat
HG00621_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00621	mat	HG00621#2#CM087862.1:115063493-115073839	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00621_mat
HG00621_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00621	pat	HG00621#1#CM087848.1:114765933-114776279	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00621_pat
HG00639_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00639	mat	HG00639#2#CM088552.1:117225054-117235399	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00639_mat
HG00639_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00639	pat	HG00639#1#CM088537.1:115703681-115714027	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00639_pat
HG00642_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00642	mat	HG00642#2#CM086619.1:114983378-114993723	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00642_mat
HG00642_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00642	pat	HG00642#1#JBHDST010000041.1:115143117-115153463	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00658_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00658	mat	HG00658#2#JBHIHV010000030.1:23826053-23836399	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00658_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00658	pat	HG00658#1#JBHIHU010000002.1:23602708-23613054	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00673_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00673	mat	HG00673#2#CM089154.1:116465353-116475699	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00673_mat
HG00673_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00673	pat	HG00673#1#CM089143.1:115139813-115150159	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00673_pat
HG00706_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00706	mat	HG00706#2#CM100057.1:114917440-114927786	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00706_mat
HG00706_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00706	pat	HG00706#1#CM100013.1:114484388-114494734	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00706_pat
HG00731_h1_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00731	h1	HG00731#1#haplotype1-0000027#0:85466936-85506243	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00731_h1
HG00731_h2_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00731	h2	HG00731#2#haplotype2-0000062#0:85575927-85615285	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00731_h2
HG00732_h1_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00732	h1	HG00732#1#haplotype1-0000017#0:85507484-85546795	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00732_h1
HG00732_h2_HML-2_3q13.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00732	h2	HG00732#2#haplotype2-0000075#0:115427838-115467149	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00732_h2
HG00733_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00733	mat	HG00733#2#JAHEPP020000050.1:24711836-24722182	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00733_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00733	pat	HG00733#1#JAHEPQ020000003.1:22820278-22830624	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00735_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00735	mat	HG00735#2#JAHBCG030000043.1:21842397-21852743	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00735_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00735	pat	HG00735#1#JAHBCH020000046.1:22612324-22614475	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00738_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00738	mat	HG00738#2#CM086681.1:114824721-114835067	3q13.2	3q13.2	1	admitted	unique_original_catalog_slot	3q13.2_carrier_kcon.aln.fa	HG00738_mat
HG00738_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00738	pat	HG00738#1#JBHDSX010000048.1:16902108-16912453	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00741_mat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00741	mat	HG00741#2#JAHALX020000001.1:24102416-24112762	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00741_pat_hprc_r2_v1.0.1_HML-2_3q13.2	HG00741	pat	HG00741#1#JAHALY020000042.1:22221976-22224127	3q13.2	3q13.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
