window	group	locus_a	locus_b	jointly_called_bases	substitutions	p_distance
B5	Type I	10p12.1	1q23.3	999	18	0.018018018018018018
B5	Type I	10p12.1	21q21.1	1000	31	0.031
B5	Type I	10p12.1	22q11.21	1000	8	0.008
B5	Type I	10p12.1	3q12.3	1000	33	0.033
B5	Type I	10p12.1	3q13.2	995	7	0.007035175879396985
B5	Type I	10p12.1	3q27.2	1000	8	0.008
B5	Type I	10p12.1	5p12	998	73	0.07314629258517034
B5	Type I	10p12.1	5q33.3	1000	4	0.004
B5	Type I	10p12.1	8q11.23_new	1000	7	0.007
B5	Type I	11q23.3	12q13.2	999	36	0.036036036036036036
B5	Type I	11q23.3	19p12c	999	23	0.023023023023023025
B5	Type I	11q23.3	1p31.1a	999	30	0.03003003003003003
B5	Type I	11q23.3	1q22	999	21	0.021021021021021023
B5	Type I	11q23.3	1q23.3	998	22	0.022044088176352707
B5	Type I	11q23.3	21q21.1	999	41	0.04104104104104104
B5	Type I	11q23.3	22q11.21	999	22	0.022022022022022022
B5	Type I	11q23.3	3q12.3	999	35	0.035035035035035036
B5	Type I	11q23.3	3q13.2	994	21	0.02112676056338028
B5	Type I	11q23.3	3q27.2	999	22	0.022022022022022022
B5	Type I	11q23.3	5p12	997	71	0.0712136409227683
B5	Type I	11q23.3	5q33.3	999	20	0.02002002002002002
B5	Type I	11q23.3	8q11.23_new	999	19	0.01901901901901902
B5	Type I	12q13.2	19p12c	1000	27	0.027
B5	Type I	12q13.2	1p31.1a	1000	42	0.042
B5	Type I	12q13.2	1q22	1000	25	0.025
B5	Type I	12q13.2	1q23.3	999	36	0.036036036036036036
B5	Type I	12q13.2	21q21.1	1000	49	0.049
B5	Type I	12q13.2	22q11.21	1000	28	0.028
B5	Type I	12q13.2	3q12.3	1000	49	0.049
B5	Type I	12q13.2	3q13.2	995	27	0.027135678391959798
B5	Type I	12q13.2	3q27.2	1000	27	0.027
B5	Type I	12q13.2	5p12	998	87	0.0871743486973948
B5	Type I	12q13.2	5q33.3	1000	26	0.026
B5	Type I	12q13.2	8q11.23_new	1000	25	0.025
B5	Type I	19p12c	1p31.1a	1000	26	0.026
B5	Type I	19p12c	1q22	1000	10	0.01
B5	Type I	19p12c	1q23.3	999	21	0.021021021021021023
B5	Type I	19p12c	21q21.1	1000	34	0.034
B5	Type I	19p12c	22q11.21	1000	9	0.009
B5	Type I	19p12c	3q12.3	1000	36	0.036
B5	Type I	19p12c	3q13.2	995	10	0.010050251256281407
B5	Type I	19p12c	3q27.2	1000	9	0.009
B5	Type I	19p12c	5p12	998	76	0.07615230460921844
B5	Type I	19p12c	5q33.3	1000	9	0.009
B5	Type I	19p12c	8q11.23_new	1000	8	0.008
B5	Type I	1p31.1a	1q22	1000	25	0.025
B5	Type I	1p31.1a	1q23.3	999	25	0.025025025025025027
B5	Type I	1p31.1a	21q21.1	1000	45	0.045
B5	Type I	1p31.1a	22q11.21	1000	26	0.026
B5	Type I	1p31.1a	3q12.3	1000	43	0.043
B5	Type I	1p31.1a	3q13.2	995	24	0.024120603015075376
B5	Type I	1p31.1a	3q27.2	1000	26	0.026
B5	Type I	1p31.1a	5p12	998	74	0.07414829659318638
B5	Type I	1p31.1a	5q33.3	1000	24	0.024
B5	Type I	1p31.1a	8q11.23_new	1000	23	0.023
B5	Type I	1q22	1q23.3	999	19	0.01901901901901902
B5	Type I	1q22	21q21.1	1000	32	0.032
B5	Type I	1q22	22q11.21	1000	11	0.011
B5	Type I	1q22	3q12.3	1000	34	0.034
B5	Type I	1q22	3q13.2	995	8	0.008040201005025126
B5	Type I	1q22	3q27.2	1000	10	0.01
B5	Type I	1q22	5p12	998	74	0.07414829659318638
B5	Type I	1q22	5q33.3	1000	9	0.009
B5	Type I	1q22	8q11.23_new	1000	4	0.004
B5	Type I	1q23.3	21q21.1	999	39	0.03903903903903904
B5	Type I	1q23.3	22q11.21	999	20	0.02002002002002002
B5	Type I	1q23.3	3q12.3	999	35	0.035035035035035036
B5	Type I	1q23.3	3q13.2	994	19	0.019114688128772636
B5	Type I	1q23.3	3q27.2	999	20	0.02002002002002002
B5	Type I	1q23.3	5p12	997	70	0.07021063189568706
B5	Type I	1q23.3	5q33.3	999	18	0.018018018018018018
B5	Type I	1q23.3	8q11.23_new	999	17	0.01701701701701702
B5	Type I	21q21.1	22q11.21	1000	33	0.033
B5	Type I	21q21.1	3q12.3	1000	51	0.051
B5	Type I	21q21.1	3q13.2	995	32	0.032160804020100506
B5	Type I	21q21.1	3q27.2	1000	32	0.032
B5	Type I	21q21.1	5p12	998	89	0.08917835671342686
B5	Type I	21q21.1	5q33.3	1000	31	0.031
B5	Type I	21q21.1	8q11.23_new	1000	30	0.03
B5	Type I	22q11.21	3q12.3	1000	32	0.032
B5	Type I	22q11.21	3q13.2	995	9	0.009045226130653266
B5	Type I	22q11.21	3q27.2	1000	8	0.008
B5	Type I	22q11.21	5p12	998	75	0.07515030060120241
B5	Type I	22q11.21	5q33.3	1000	8	0.008
B5	Type I	22q11.21	8q11.23_new	1000	9	0.009
B5	Type I	3q12.3	3q13.2	995	33	0.033165829145728645
B5	Type I	3q12.3	3q27.2	1000	34	0.034
B5	Type I	3q12.3	5p12	998	81	0.0811623246492986
B5	Type I	3q12.3	5q33.3	1000	33	0.033
B5	Type I	3q12.3	8q11.23_new	1000	32	0.032
B5	Type I	3q13.2	3q27.2	995	6	0.006030150753768844
B5	Type I	3q13.2	5p12	993	73	0.07351460221550855
B5	Type I	3q13.2	5q33.3	995	7	0.007035175879396985
B5	Type I	3q13.2	8q11.23_new	995	6	0.006030150753768844
B5	Type I	3q27.2	5p12	998	72	0.07214428857715431
B5	Type I	3q27.2	5q33.3	1000	8	0.008
B5	Type I	3q27.2	8q11.23_new	1000	8	0.008
B5	Type I	5p12	5q33.3	998	73	0.07314629258517034
B5	Type I	5p12	8q11.23_new	998	72	0.07214428857715431
B5	Type I	5q33.3	8q11.23_new	1000	7	0.007
B5	Type II all	10p14	10q24.2	1000	31	0.031
B5	Type II all	10p14	11p15.4	997	113	0.11334002006018054
B5	Type II all	10p14	11q12.3	1000	60	0.06
B5	Type II all	10p14	11q22.1	994	29	0.029175050301810865
B5	Type II all	10p14	12p11.21	997	89	0.08926780341023069
B5	Type II all	10p14	12q14.1	1000	31	0.031
B5	Type II all	10p14	19p12a	998	72	0.07214428857715431
B5	Type II all	10p14	19p12b	1000	29	0.029
B5	Type II all	10p14	19q12	1000	33	0.033
B5	Type II all	10p14	19q13.12b	1000	53	0.053
B5	Type II all	10p14	1p36.21b	917	91	0.09923664122137404
B5	Type II all	10p14	1p36.21c	916	91	0.09934497816593886
B5	Type II all	10p14	3p12.3	999	111	0.1111111111111111
B5	Type II all	10p14	3q21.2	1000	41	0.041
B5	Type II all	10p14	4p16.1a	1000	114	0.114
B5	Type II all	10p14	4p16.1b	1000	118	0.118
B5	Type II all	10p14	4p16.3c	1000	110	0.11
B5	Type II all	10p14	5p13.3	1000	27	0.027
B5	Type II all	10p14	6p21.1	1000	101	0.101
B5	Type II all	10p14	6p22.1	1000	65	0.065
B5	Type II all	10p14	6q14.1	974	25	0.02566735112936345
B5	Type II all	10p14	7p22.1	1000	30	0.03
B5	Type II all	10p14	8p23.1a_hg38	1000	26	0.026
B5	Type II all	10p14	8p23.1b	1000	113	0.113
B5	Type II all	10p14	8p23.1c	1000	110	0.11
B5	Type II all	10p14	8p23.1d	1000	113	0.113
B5	Type II all	10p14	8p23.1e	1000	113	0.113
B5	Type II all	10p14	Xq21.33	1000	32	0.032
B5	Type II all	10q24.2	11p15.4	997	117	0.11735205616850551
B5	Type II all	10q24.2	11q12.3	1000	54	0.054
B5	Type II all	10q24.2	11q22.1	994	15	0.015090543259557344
B5	Type II all	10q24.2	12p11.21	997	81	0.08124373119358075
B5	Type II all	10q24.2	12q14.1	1000	16	0.016
B5	Type II all	10q24.2	19p12a	998	67	0.06713426853707415
B5	Type II all	10q24.2	19p12b	1000	14	0.014
B5	Type II all	10q24.2	19q12	1000	19	0.019
B5	Type II all	10q24.2	19q13.12b	1000	51	0.051
B5	Type II all	10q24.2	1p36.21b	917	90	0.09814612868047982
B5	Type II all	10q24.2	1p36.21c	916	88	0.09606986899563319
B5	Type II all	10q24.2	3p12.3	999	113	0.11311311311311312
B5	Type II all	10q24.2	3q21.2	1000	32	0.032
B5	Type II all	10q24.2	4p16.1a	1000	119	0.119
B5	Type II all	10q24.2	4p16.1b	1000	116	0.116
B5	Type II all	10q24.2	4p16.3c	1000	110	0.11
B5	Type II all	10q24.2	5p13.3	1000	14	0.014
B5	Type II all	10q24.2	6p21.1	1000	100	0.1
B5	Type II all	10q24.2	6p22.1	1000	60	0.06
B5	Type II all	10q24.2	6q14.1	974	11	0.011293634496919919
B5	Type II all	10q24.2	7p22.1	1000	15	0.015
B5	Type II all	10q24.2	8p23.1a_hg38	1000	13	0.013
B5	Type II all	10q24.2	8p23.1b	1000	117	0.117
B5	Type II all	10q24.2	8p23.1c	1000	114	0.114
B5	Type II all	10q24.2	8p23.1d	1000	117	0.117
B5	Type II all	10q24.2	8p23.1e	1000	117	0.117
B5	Type II all	10q24.2	Xq21.33	1000	17	0.017
B5	Type II all	11p15.4	11q12.3	997	113	0.11334002006018054
B5	Type II all	11p15.4	11q22.1	991	115	0.11604439959636731
B5	Type II all	11p15.4	12p11.21	994	127	0.12776659959758552
B5	Type II all	11p15.4	12q14.1	997	119	0.119358074222668
B5	Type II all	11p15.4	19p12a	995	116	0.11658291457286432
B5	Type II all	11p15.4	19p12b	997	113	0.11334002006018054
B5	Type II all	11p15.4	19q12	997	114	0.11434302908726178
B5	Type II all	11p15.4	19q13.12b	997	112	0.1123370110330993
B5	Type II all	11p15.4	1p36.21b	914	83	0.09080962800875274
B5	Type II all	11p15.4	1p36.21c	913	80	0.08762322015334063
B5	Type II all	11p15.4	3p12.3	996	56	0.05622489959839357
B5	Type II all	11p15.4	3q21.2	997	126	0.12637913741223672
B5	Type II all	11p15.4	4p16.1a	997	24	0.024072216649949848
B5	Type II all	11p15.4	4p16.1b	997	45	0.04513540621865597
B5	Type II all	11p15.4	4p16.3c	997	34	0.034102306920762285
B5	Type II all	11p15.4	5p13.3	997	113	0.11334002006018054
B5	Type II all	11p15.4	6p21.1	997	83	0.08324974924774323
B5	Type II all	11p15.4	6p22.1	997	114	0.11434302908726178
B5	Type II all	11p15.4	6q14.1	972	113	0.11625514403292181
B5	Type II all	11p15.4	7p22.1	997	118	0.11835506519558676
B5	Type II all	11p15.4	8p23.1a_hg38	997	114	0.11434302908726178
B5	Type II all	11p15.4	8p23.1b	997	25	0.025075225677031094
B5	Type II all	11p15.4	8p23.1c	997	22	0.022066198595787363
B5	Type II all	11p15.4	8p23.1d	997	24	0.024072216649949848
B5	Type II all	11p15.4	8p23.1e	997	24	0.024072216649949848
B5	Type II all	11p15.4	Xq21.33	997	116	0.11634904714142427
B5	Type II all	11q12.3	11q22.1	994	52	0.052313883299798795
B5	Type II all	11q12.3	12p11.21	997	77	0.07723169508525576
B5	Type II all	11q12.3	12q14.1	1000	52	0.052
B5	Type II all	11q12.3	19p12a	998	59	0.05911823647294589
B5	Type II all	11q12.3	19p12b	1000	52	0.052
B5	Type II all	11q12.3	19q12	1000	55	0.055
B5	Type II all	11q12.3	19q13.12b	1000	53	0.053
B5	Type II all	11q12.3	1p36.21b	917	95	0.10359869138495092
B5	Type II all	11q12.3	1p36.21c	916	92	0.10043668122270742
B5	Type II all	11q12.3	3p12.3	999	109	0.1091091091091091
B5	Type II all	11q12.3	3q21.2	1000	68	0.068
B5	Type II all	11q12.3	4p16.1a	1000	115	0.115
B5	Type II all	11q12.3	4p16.1b	1000	113	0.113
B5	Type II all	11q12.3	4p16.3c	1000	107	0.107
B5	Type II all	11q12.3	5p13.3	1000	50	0.05
B5	Type II all	11q12.3	6p21.1	1000	95	0.095
B5	Type II all	11q12.3	6p22.1	1000	59	0.059
B5	Type II all	11q12.3	6q14.1	974	47	0.048254620123203286
B5	Type II all	11q12.3	7p22.1	1000	53	0.053
B5	Type II all	11q12.3	8p23.1a_hg38	1000	51	0.051
B5	Type II all	11q12.3	8p23.1b	1000	113	0.113
B5	Type II all	11q12.3	8p23.1c	1000	110	0.11
B5	Type II all	11q12.3	8p23.1d	1000	113	0.113
B5	Type II all	11q12.3	8p23.1e	1000	113	0.113
B5	Type II all	11q12.3	Xq21.33	1000	53	0.053
B5	Type II all	11q22.1	12p11.21	991	79	0.07971745711402624
B5	Type II all	11q22.1	12q14.1	994	13	0.013078470824949699
B5	Type II all	11q22.1	19p12a	992	65	0.0655241935483871
B5	Type II all	11q22.1	19p12b	994	10	0.01006036217303823
B5	Type II all	11q22.1	19q12	994	16	0.01609657947686117
B5	Type II all	11q22.1	19q13.12b	994	47	0.047283702213279676
B5	Type II all	11q22.1	1p36.21b	917	93	0.10141766630316248
B5	Type II all	11q22.1	1p36.21c	916	91	0.09934497816593886
B5	Type II all	11q22.1	3p12.3	993	111	0.11178247734138973
B5	Type II all	11q22.1	3q21.2	994	30	0.030181086519114688
B5	Type II all	11q22.1	4p16.1a	994	116	0.11670020120724346
B5	Type II all	11q22.1	4p16.1b	994	114	0.11468812877263582
B5	Type II all	11q22.1	4p16.3c	994	108	0.10865191146881288
B5	Type II all	11q22.1	5p13.3	994	13	0.013078470824949699
B5	Type II all	11q22.1	6p21.1	994	98	0.09859154929577464
B5	Type II all	11q22.1	6p22.1	994	58	0.05835010060362173
B5	Type II all	11q22.1	6q14.1	968	8	0.008264462809917356
B5	Type II all	11q22.1	7p22.1	994	12	0.012072434607645875
B5	Type II all	11q22.1	8p23.1a_hg38	994	10	0.01006036217303823
B5	Type II all	11q22.1	8p23.1b	994	115	0.11569416498993963
B5	Type II all	11q22.1	8p23.1c	994	112	0.11267605633802817
B5	Type II all	11q22.1	8p23.1d	994	115	0.11569416498993963
B5	Type II all	11q22.1	8p23.1e	994	115	0.11569416498993963
B5	Type II all	11q22.1	Xq21.33	994	12	0.012072434607645875
B5	Type II all	12p11.21	12q14.1	997	82	0.08224674022066199
B5	Type II all	12p11.21	19p12a	995	77	0.07738693467336684
B5	Type II all	12p11.21	19p12b	997	82	0.08224674022066199
B5	Type II all	12p11.21	19q12	997	85	0.08525576730190572
B5	Type II all	12p11.21	19q13.12b	997	77	0.07723169508525576
B5	Type II all	12p11.21	1p36.21b	914	106	0.11597374179431072
B5	Type II all	12p11.21	1p36.21c	913	104	0.11391018619934283
B5	Type II all	12p11.21	3p12.3	996	131	0.13152610441767068
B5	Type II all	12p11.21	3q21.2	997	96	0.09628886659979939
B5	Type II all	12p11.21	4p16.1a	997	128	0.1283851554663992
B5	Type II all	12p11.21	4p16.1b	997	125	0.12537612838515547
B5	Type II all	12p11.21	4p16.3c	997	120	0.12036108324974924
B5	Type II all	12p11.21	5p13.3	997	80	0.0802407221664995
B5	Type II all	12p11.21	6p21.1	997	110	0.11033099297893681
B5	Type II all	12p11.21	6p22.1	997	78	0.07823470411233702
B5	Type II all	12p11.21	6q14.1	971	77	0.07929969104016478
B5	Type II all	12p11.21	7p22.1	997	83	0.08324974924774323
B5	Type II all	12p11.21	8p23.1a_hg38	997	81	0.08124373119358075
B5	Type II all	12p11.21	8p23.1b	997	127	0.12738214643931794
B5	Type II all	12p11.21	8p23.1c	997	122	0.12236710130391174
B5	Type II all	12p11.21	8p23.1d	997	127	0.12738214643931794
B5	Type II all	12p11.21	8p23.1e	997	127	0.12738214643931794
B5	Type II all	12p11.21	Xq21.33	997	80	0.0802407221664995
B5	Type II all	12q14.1	19p12a	998	65	0.06513026052104208
B5	Type II all	12q14.1	19p12b	1000	12	0.012
B5	Type II all	12q14.1	19q12	1000	15	0.015
B5	Type II all	12q14.1	19q13.12b	1000	49	0.049
B5	Type II all	12q14.1	1p36.21b	917	92	0.10032715376226826
B5	Type II all	12q14.1	1p36.21c	916	88	0.09606986899563319
B5	Type II all	12q14.1	3p12.3	999	115	0.11511511511511512
B5	Type II all	12q14.1	3q21.2	1000	32	0.032
B5	Type II all	12q14.1	4p16.1a	1000	121	0.121
B5	Type II all	12q14.1	4p16.1b	1000	118	0.118
B5	Type II all	12q14.1	4p16.3c	1000	112	0.112
B5	Type II all	12q14.1	5p13.3	1000	14	0.014
B5	Type II all	12q14.1	6p21.1	1000	98	0.098
B5	Type II all	12q14.1	6p22.1	1000	60	0.06
B5	Type II all	12q14.1	6q14.1	974	8	0.008213552361396304
B5	Type II all	12q14.1	7p22.1	1000	11	0.011
B5	Type II all	12q14.1	8p23.1a_hg38	1000	11	0.011
B5	Type II all	12q14.1	8p23.1b	1000	119	0.119
B5	Type II all	12q14.1	8p23.1c	1000	116	0.116
B5	Type II all	12q14.1	8p23.1d	1000	119	0.119
B5	Type II all	12q14.1	8p23.1e	1000	119	0.119
B5	Type II all	12q14.1	Xq21.33	1000	15	0.015
B5	Type II all	19p12a	19p12b	998	65	0.06513026052104208
B5	Type II all	19p12a	19q12	998	69	0.06913827655310621
B5	Type II all	19p12a	19q13.12b	998	62	0.06212424849699399
B5	Type II all	19p12a	1p36.21b	915	88	0.09617486338797815
B5	Type II all	19p12a	1p36.21c	914	88	0.0962800875273523
B5	Type II all	19p12a	3p12.3	997	113	0.11334002006018054
B5	Type II all	19p12a	3q21.2	998	82	0.08216432865731463
B5	Type II all	19p12a	4p16.1a	998	118	0.11823647294589178
B5	Type II all	19p12a	4p16.1b	998	116	0.11623246492985972
B5	Type II all	19p12a	4p16.3c	998	110	0.11022044088176353
B5	Type II all	19p12a	5p13.3	998	62	0.06212424849699399
B5	Type II all	19p12a	6p21.1	998	96	0.09619238476953908
B5	Type II all	19p12a	6p22.1	998	64	0.06412825651302605
B5	Type II all	19p12a	6q14.1	972	63	0.06481481481481481
B5	Type II all	19p12a	7p22.1	998	68	0.06813627254509018
B5	Type II all	19p12a	8p23.1a_hg38	998	63	0.06312625250501001
B5	Type II all	19p12a	8p23.1b	998	117	0.11723446893787576
B5	Type II all	19p12a	8p23.1c	998	114	0.11422845691382766
B5	Type II all	19p12a	8p23.1d	998	117	0.11723446893787576
B5	Type II all	19p12a	8p23.1e	998	117	0.11723446893787576
B5	Type II all	19p12a	Xq21.33	998	68	0.06813627254509018
B5	Type II all	19p12b	19q12	1000	15	0.015
B5	Type II all	19p12b	19q13.12b	1000	49	0.049
B5	Type II all	19p12b	1p36.21b	917	90	0.09814612868047982
B5	Type II all	19p12b	1p36.21c	916	88	0.09606986899563319
B5	Type II all	19p12b	3p12.3	999	108	0.10810810810810811
B5	Type II all	19p12b	3q21.2	1000	30	0.03
B5	Type II all	19p12b	4p16.1a	1000	115	0.115
B5	Type II all	19p12b	4p16.1b	1000	112	0.112
B5	Type II all	19p12b	4p16.3c	1000	106	0.106
B5	Type II all	19p12b	5p13.3	1000	12	0.012
B5	Type II all	19p12b	6p21.1	1000	96	0.096
B5	Type II all	19p12b	6p22.1	1000	60	0.06
B5	Type II all	19p12b	6q14.1	974	5	0.00513347022587269
B5	Type II all	19p12b	7p22.1	1000	7	0.007
B5	Type II all	19p12b	8p23.1a_hg38	1000	7	0.007
B5	Type II all	19p12b	8p23.1b	1000	113	0.113
B5	Type II all	19p12b	8p23.1c	1000	110	0.11
B5	Type II all	19p12b	8p23.1d	1000	113	0.113
B5	Type II all	19p12b	8p23.1e	1000	113	0.113
B5	Type II all	19p12b	Xq21.33	1000	13	0.013
B5	Type II all	19q12	19q13.12b	1000	52	0.052
B5	Type II all	19q12	1p36.21b	917	92	0.10032715376226826
B5	Type II all	19q12	1p36.21c	916	90	0.0982532751091703
B5	Type II all	19q12	3p12.3	999	110	0.11011011011011011
B5	Type II all	19q12	3q21.2	1000	35	0.035
B5	Type II all	19q12	4p16.1a	1000	118	0.118
B5	Type II all	19q12	4p16.1b	1000	115	0.115
B5	Type II all	19q12	4p16.3c	1000	109	0.109
B5	Type II all	19q12	5p13.3	1000	17	0.017
B5	Type II all	19q12	6p21.1	1000	100	0.1
B5	Type II all	19q12	6p22.1	1000	63	0.063
B5	Type II all	19q12	6q14.1	974	12	0.012320328542094456
B5	Type II all	19q12	7p22.1	1000	16	0.016
B5	Type II all	19q12	8p23.1a_hg38	1000	13	0.013
B5	Type II all	19q12	8p23.1b	1000	116	0.116
B5	Type II all	19q12	8p23.1c	1000	113	0.113
B5	Type II all	19q12	8p23.1d	1000	116	0.116
B5	Type II all	19q12	8p23.1e	1000	116	0.116
B5	Type II all	19q12	Xq21.33	1000	16	0.016
B5	Type II all	19q13.12b	1p36.21b	917	92	0.10032715376226826
B5	Type II all	19q13.12b	1p36.21c	916	90	0.0982532751091703
B5	Type II all	19q13.12b	3p12.3	999	111	0.1111111111111111
B5	Type II all	19q13.12b	3q21.2	1000	59	0.059
B5	Type II all	19q13.12b	4p16.1a	1000	114	0.114
B5	Type II all	19q13.12b	4p16.1b	1000	115	0.115
B5	Type II all	19q13.12b	4p16.3c	1000	109	0.109
B5	Type II all	19q13.12b	5p13.3	1000	47	0.047
B5	Type II all	19q13.12b	6p21.1	1000	95	0.095
B5	Type II all	19q13.12b	6p22.1	1000	52	0.052
B5	Type II all	19q13.12b	6q14.1	974	45	0.04620123203285421
B5	Type II all	19q13.12b	7p22.1	1000	50	0.05
B5	Type II all	19q13.12b	8p23.1a_hg38	1000	48	0.048
B5	Type II all	19q13.12b	8p23.1b	1000	114	0.114
B5	Type II all	19q13.12b	8p23.1c	1000	111	0.111
B5	Type II all	19q13.12b	8p23.1d	1000	113	0.113
B5	Type II all	19q13.12b	8p23.1e	1000	113	0.113
B5	Type II all	19q13.12b	Xq21.33	1000	50	0.05
B5	Type II all	1p36.21b	1p36.21c	916	16	0.017467248908296942
B5	Type II all	1p36.21b	3p12.3	916	83	0.0906113537117904
B5	Type II all	1p36.21b	3q21.2	917	97	0.10577971646673937
B5	Type II all	1p36.21b	4p16.1a	917	86	0.09378407851690294
B5	Type II all	1p36.21b	4p16.1b	917	88	0.09596510359869138
B5	Type II all	1p36.21b	4p16.3c	917	78	0.08505997818974918
B5	Type II all	1p36.21b	5p13.3	917	87	0.09487459105779716
B5	Type II all	1p36.21b	6p21.1	917	57	0.062159214830970554
B5	Type II all	1p36.21b	6p22.1	917	91	0.09923664122137404
B5	Type II all	1p36.21b	6q14.1	891	90	0.10101010101010101
B5	Type II all	1p36.21b	7p22.1	917	94	0.1025081788440567
B5	Type II all	1p36.21b	8p23.1a_hg38	917	91	0.09923664122137404
B5	Type II all	1p36.21b	8p23.1b	917	82	0.08942202835332606
B5	Type II all	1p36.21b	8p23.1c	917	80	0.08724100327153762
B5	Type II all	1p36.21b	8p23.1d	917	82	0.08942202835332606
B5	Type II all	1p36.21b	8p23.1e	917	82	0.08942202835332606
B5	Type II all	1p36.21b	Xq21.33	917	94	0.1025081788440567
B5	Type II all	1p36.21c	3p12.3	915	81	0.08852459016393442
B5	Type II all	1p36.21c	3q21.2	916	95	0.1037117903930131
B5	Type II all	1p36.21c	4p16.1a	916	83	0.0906113537117904
B5	Type II all	1p36.21c	4p16.1b	916	85	0.0927947598253275
B5	Type II all	1p36.21c	4p16.3c	916	75	0.08187772925764192
B5	Type II all	1p36.21c	5p13.3	916	87	0.09497816593886463
B5	Type II all	1p36.21c	6p21.1	916	59	0.06441048034934498
B5	Type II all	1p36.21c	6p22.1	916	88	0.09606986899563319
B5	Type II all	1p36.21c	6q14.1	890	88	0.09887640449438202
B5	Type II all	1p36.21c	7p22.1	916	92	0.10043668122270742
B5	Type II all	1p36.21c	8p23.1a_hg38	916	89	0.09716157205240175
B5	Type II all	1p36.21c	8p23.1b	916	77	0.08406113537117904
B5	Type II all	1p36.21c	8p23.1c	916	75	0.08187772925764192
B5	Type II all	1p36.21c	8p23.1d	916	77	0.08406113537117904
B5	Type II all	1p36.21c	8p23.1e	916	77	0.08406113537117904
B5	Type II all	1p36.21c	Xq21.33	916	90	0.0982532751091703
B5	Type II all	3p12.3	3q21.2	999	125	0.12512512512512514
B5	Type II all	3p12.3	4p16.1a	999	59	0.05905905905905906
B5	Type II all	3p12.3	4p16.1b	999	62	0.062062062062062065
B5	Type II all	3p12.3	4p16.3c	999	55	0.055055055055055056
B5	Type II all	3p12.3	5p13.3	999	109	0.1091091091091091
B5	Type II all	3p12.3	6p21.1	999	83	0.08308308308308308
B5	Type II all	3p12.3	6p22.1	999	112	0.11211211211211211
B5	Type II all	3p12.3	6q14.1	973	107	0.10996916752312436
B5	Type II all	3p12.3	7p22.1	999	111	0.1111111111111111
B5	Type II all	3p12.3	8p23.1a_hg38	999	109	0.1091091091091091
B5	Type II all	3p12.3	8p23.1b	999	58	0.05805805805805806
B5	Type II all	3p12.3	8p23.1c	999	55	0.055055055055055056
B5	Type II all	3p12.3	8p23.1d	999	58	0.05805805805805806
B5	Type II all	3p12.3	8p23.1e	999	58	0.05805805805805806
B5	Type II all	3p12.3	Xq21.33	999	112	0.11211211211211211
B5	Type II all	3q21.2	4p16.1a	1000	126	0.126
B5	Type II all	3q21.2	4p16.1b	1000	130	0.13
B5	Type II all	3q21.2	4p16.3c	1000	124	0.124
B5	Type II all	3q21.2	5p13.3	1000	30	0.03
B5	Type II all	3q21.2	6p21.1	1000	108	0.108
B5	Type II all	3q21.2	6p22.1	1000	74	0.074
B5	Type II all	3q21.2	6q14.1	974	27	0.027720739219712527
B5	Type II all	3q21.2	7p22.1	1000	31	0.031
B5	Type II all	3q21.2	8p23.1a_hg38	1000	29	0.029
B5	Type II all	3q21.2	8p23.1b	1000	129	0.129
B5	Type II all	3q21.2	8p23.1c	1000	126	0.126
B5	Type II all	3q21.2	8p23.1d	1000	129	0.129
B5	Type II all	3q21.2	8p23.1e	1000	129	0.129
B5	Type II all	3q21.2	Xq21.33	1000	33	0.033
B5	Type II all	4p16.1a	4p16.1b	1000	45	0.045
B5	Type II all	4p16.1a	4p16.3c	1000	34	0.034
B5	Type II all	4p16.1a	5p13.3	1000	115	0.115
B5	Type II all	4p16.1a	6p21.1	1000	85	0.085
B5	Type II all	4p16.1a	6p22.1	1000	116	0.116
B5	Type II all	4p16.1a	6q14.1	974	113	0.11601642710472279
B5	Type II all	4p16.1a	7p22.1	1000	118	0.118
B5	Type II all	4p16.1a	8p23.1a_hg38	1000	116	0.116
B5	Type II all	4p16.1a	8p23.1b	1000	27	0.027
B5	Type II all	4p16.1a	8p23.1c	1000	24	0.024
B5	Type II all	4p16.1a	8p23.1d	1000	27	0.027
B5	Type II all	4p16.1a	8p23.1e	1000	27	0.027
B5	Type II all	4p16.1a	Xq21.33	1000	118	0.118
B5	Type II all	4p16.1b	4p16.3c	1000	20	0.02
B5	Type II all	4p16.1b	5p13.3	1000	112	0.112
B5	Type II all	4p16.1b	6p21.1	1000	83	0.083
B5	Type II all	4p16.1b	6p22.1	1000	115	0.115
B5	Type II all	4p16.1b	6q14.1	974	109	0.11190965092402463
B5	Type II all	4p16.1b	7p22.1	1000	115	0.115
B5	Type II all	4p16.1b	8p23.1a_hg38	1000	113	0.113
B5	Type II all	4p16.1b	8p23.1b	1000	44	0.044
B5	Type II all	4p16.1b	8p23.1c	1000	41	0.041
B5	Type II all	4p16.1b	8p23.1d	1000	44	0.044
B5	Type II all	4p16.1b	8p23.1e	1000	44	0.044
B5	Type II all	4p16.1b	Xq21.33	1000	115	0.115
B5	Type II all	4p16.3c	5p13.3	1000	106	0.106
