region	locus	original_locus	alignment_record	ID_Full	Source_Identifier	sample	haplotype	newly_admitted	sequence_sha256
env	8p23.1e	8p23.1e	HG02514_pat	HG02514_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02514#1#CM098734.1:12351263-12361082	HG02514	pat	0	5544fd56c3ea302d5b3dea08fc70776956985448e2140b5e87c41bb248bb8c17
gag	8p23.1e	8p23.1e	HG02523_pat	HG02523_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02523#1#CM086924.1:12082529-12092347	HG02523	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02523_pat	HG02523_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02523#1#CM086924.1:12082529-12092347	HG02523	pat	0	23e7a5e27f98117d079993eddc6461dbd77c3145881bfd932fcfe4ac74573fb9
pol	8p23.1e	8p23.1e	HG02523_pat	HG02523_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02523#1#CM086924.1:12082529-12092347	HG02523	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02523_pat	HG02523_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02523#1#CM086924.1:12082529-12092347	HG02523	pat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02559_pat	HG02559_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02559#1#CM088236.1:13324908-13334726	HG02559	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02559_pat	HG02559_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02559#1#CM088236.1:13324908-13334726	HG02559	pat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02559_pat	HG02559_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02559#1#CM088236.1:13324908-13334726	HG02559	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02559_pat	HG02559_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02559#1#CM088236.1:13324908-13334726	HG02559	pat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02583_hap2	HG02583_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02583#2#CM089518.1:12248145-12257963	HG02583	h2	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02583_hap2	HG02583_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02583#2#CM089518.1:12248145-12257963	HG02583	h2	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02583_hap2	HG02583_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02583#2#CM089518.1:12248145-12257963	HG02583	h2	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02583_hap2	HG02583_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02583#2#CM089518.1:12248145-12257963	HG02583	h2	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02622_mat	HG02622_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02622#2#CM088100.1:12923508-12933326	HG02622	mat	0	b4926a62a2a8817041506c0d56065530b051d49eba7808a96f862e5e0cb159ad
pro	8p23.1e	8p23.1e	HG02622_mat	HG02622_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02622#2#CM088100.1:12923508-12933326	HG02622	mat	0	e13765d12d66f9a72c82404124f659ebbe9690a548df5604e74403b9b49ad065
pol	8p23.1e	8p23.1e	HG02622_mat	HG02622_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02622#2#CM088100.1:12923508-12933326	HG02622	mat	0	bac1cc50367c9162feb83f89730fd71220ba14ae71bd1bb607a5548f74542af2
env	8p23.1e	8p23.1e	HG02622_mat	HG02622_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02622#2#CM088100.1:12923508-12933326	HG02622	mat	0	b6d22172db5cf40b8b39a680cbc7d48cd60ee82f9114a9f6f680b98e1bbbc91c
gag	8p23.1e	8p23.1e	HG02630_mat	HG02630_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02630#2#CM091742.1:12218282-12228100	HG02630	mat	0	95598e1ea5cb102881bf55c1c00acc98b6715862dff7605ca7f03829beecd892
pro	8p23.1e	8p23.1e	HG02630_mat	HG02630_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02630#2#CM091742.1:12218282-12228100	HG02630	mat	0	e13765d12d66f9a72c82404124f659ebbe9690a548df5604e74403b9b49ad065
pol	8p23.1e	8p23.1e	HG02630_mat	HG02630_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02630#2#CM091742.1:12218282-12228100	HG02630	mat	0	bac1cc50367c9162feb83f89730fd71220ba14ae71bd1bb607a5548f74542af2
env	8p23.1e	8p23.1e	HG02630_mat	HG02630_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02630#2#CM091742.1:12218282-12228100	HG02630	mat	0	b6d22172db5cf40b8b39a680cbc7d48cd60ee82f9114a9f6f680b98e1bbbc91c
gag	8p23.1e	8p23.1e	HG02735_mat	HG02735_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02735#2#CM089345.1:12677815-12687633	HG02735	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02735_mat	HG02735_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02735#2#CM089345.1:12677815-12687633	HG02735	mat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02735_mat	HG02735_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02735#2#CM089345.1:12677815-12687633	HG02735	mat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02735_mat	HG02735_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02735#2#CM089345.1:12677815-12687633	HG02735	mat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02738_mat	HG02738_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02738#2#CM099933.1:13268211-13278029	HG02738	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02738_mat	HG02738_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02738#2#CM099933.1:13268211-13278029	HG02738	mat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02738_mat	HG02738_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02738#2#CM099933.1:13268211-13278029	HG02738	mat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02738_mat	HG02738_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02738#2#CM099933.1:13268211-13278029	HG02738	mat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG03017_pat	HG03017_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03017#1#CM088913.1:11989436-11999254	HG03017	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG03017_pat	HG03017_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03017#1#CM088913.1:11989436-11999254	HG03017	pat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG03017_pat	HG03017_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03017#1#CM088913.1:11989436-11999254	HG03017	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG03017_pat	HG03017_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03017#1#CM088913.1:11989436-11999254	HG03017	pat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG03239_mat	HG03239_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03239#2#CM088763.1:11570877-11580681	HG03239	mat	0	ac5eee100dc04fab102184b16bc90d66d4d8138ad214fe29e3d20f313911f68f
pro	8p23.1e	8p23.1e	HG03239_mat	HG03239_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03239#2#CM088763.1:11570877-11580681	HG03239	mat	0	cd5b784e9d0434124e21a8705051e6379f96bcce41edc50bee93df5d283a6f0a
pol	8p23.1e	8p23.1e	HG03239_mat	HG03239_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03239#2#CM088763.1:11570877-11580681	HG03239	mat	0	cc9c7b89fc442f5ebf803adb2f20f662e9718ef05ad387ce2011f51596d4b71a
env	8p23.1e	8p23.1e	HG03239_mat	HG03239_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03239#2#CM088763.1:11570877-11580681	HG03239	mat	0	afaba81ed23d527ff1d87f5575e65969bc8e552736fef13bacef0d82a1060852
gag	8p23.1e	8p23.1e	HG03579_mat	HG03579_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03579#2#CM089290.1:12262058-12271876	HG03579	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG03579_mat	HG03579_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03579#2#CM089290.1:12262058-12271876	HG03579	mat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG03579_mat	HG03579_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03579#2#CM089290.1:12262058-12271876	HG03579	mat	0	91b0da33b4da75961c4da7c2d1755507616e1c27013f3a5bb71626adfd27f08a
env	8p23.1e	8p23.1e	HG03579_mat	HG03579_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03579#2#CM089290.1:12262058-12271876	HG03579	mat	0	5b75702cf05b4c7c4e0c81835dd2e8569f45df7ad10e3efd0728ca3610e31bf7
gag	8p23.1e	8p23.1e	HG03654_mat	HG03654_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03654#2#CM086857.1:12059034-12068852	HG03654	mat	0	e213025bbb490a3b3cb0b303037985a0318f9296d2804c21e62b13655151f2d9
pro	8p23.1e	8p23.1e	HG03654_mat	HG03654_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03654#2#CM086857.1:12059034-12068852	HG03654	mat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG03654_mat	HG03654_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03654#2#CM086857.1:12059034-12068852	HG03654	mat	0	99b09650fc0418f1d85b94e4c50d30c67e06d2c65b0aabbc345af14f4bcbc03a
env	8p23.1e	8p23.1e	HG03654_mat	HG03654_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03654#2#CM086857.1:12059034-12068852	HG03654	mat	0	b4832dd22c71ecb7dbfb23c48680797b5626af77c3404c585a0a35fbd150a618
gag	8p23.1e	8p23.1e	HG03710_pat	HG03710_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03710#1#CM086871.1:12258248-12268066	HG03710	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG03710_pat	HG03710_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03710#1#CM086871.1:12258248-12268066	HG03710	pat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG03710_pat	HG03710_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03710#1#CM086871.1:12258248-12268066	HG03710	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG03710_pat	HG03710_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03710#1#CM086871.1:12258248-12268066	HG03710	pat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG03807_h2	HG03807_h2_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG03807#2#haplotype2-0000149#0:465-118602	HG03807	h2	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG03807_h2	HG03807_h2_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG03807#2#haplotype2-0000149#0:465-118602	HG03807	h2	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG03807_h2	HG03807_h2_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG03807#2#haplotype2-0000149#0:465-118602	HG03807	h2	0	f2bb7489ff9cd2817fed1ecf6492eacd0bb807327244dda34d2cfeddf7924d44
env	8p23.1e	8p23.1e	HG03807_h2	HG03807_h2_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG03807#2#haplotype2-0000149#0:465-118602	HG03807	h2	0	b6d22172db5cf40b8b39a680cbc7d48cd60ee82f9114a9f6f680b98e1bbbc91c
gag	8p23.1e	8p23.1e	HG03834_mat	HG03834_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03834#2#CM085814.1:12314979-12324797	HG03834	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG03834_mat	HG03834_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03834#2#CM085814.1:12314979-12324797	HG03834	mat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG03834_mat	HG03834_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03834#2#CM085814.1:12314979-12324797	HG03834	mat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG03834_mat	HG03834_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03834#2#CM085814.1:12314979-12324797	HG03834	mat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG03942_mat	HG03942_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03942#2#CM088406.1:12241432-12251250	HG03942	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG03942_mat	HG03942_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03942#2#CM088406.1:12241432-12251250	HG03942	mat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG03942_mat	HG03942_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03942#2#CM088406.1:12241432-12251250	HG03942	mat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG03942_mat	HG03942_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG03942#2#CM088406.1:12241432-12251250	HG03942	mat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG04115_pat	HG04115_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG04115#1#CM086755.1:12735710-12745528	HG04115	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG04115_pat	HG04115_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG04115#1#CM086755.1:12735710-12745528	HG04115	pat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG04115_pat	HG04115_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG04115#1#CM086755.1:12735710-12745528	HG04115	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG04115_pat	HG04115_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG04115#1#CM086755.1:12735710-12745528	HG04115	pat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG04187_mat	HG04187_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG04187#2#CM099758.1:12868792-12878610	HG04187	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG04187_mat	HG04187_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG04187#2#CM099758.1:12868792-12878610	HG04187	mat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG04187_mat	HG04187_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG04187#2#CM099758.1:12868792-12878610	HG04187	mat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG04187_mat	HG04187_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG04187#2#CM099758.1:12868792-12878610	HG04187	mat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG04217_h2	HG04217_h2_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG04217#2#haplotype2-0000069#0:133771134-134065603	HG04217	h2	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG04217_h2	HG04217_h2_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG04217#2#haplotype2-0000069#0:133771134-134065603	HG04217	h2	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG04217_h2	HG04217_h2_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG04217#2#haplotype2-0000069#0:133771134-134065603	HG04217	h2	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG04217_h2	HG04217_h2_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG04217#2#haplotype2-0000069#0:133771134-134065603	HG04217	h2	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	NA18508_hap1	NA18508_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18508#1#CM089651.1:12379243-12389061	NA18508	h1	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	NA18508_hap1	NA18508_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18508#1#CM089651.1:12379243-12389061	NA18508	h1	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	NA18508_hap1	NA18508_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18508#1#CM089651.1:12379243-12389061	NA18508	h1	0	91b0da33b4da75961c4da7c2d1755507616e1c27013f3a5bb71626adfd27f08a
env	8p23.1e	8p23.1e	NA18508_hap1	NA18508_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18508#1#CM089651.1:12379243-12389061	NA18508	h1	0	5b75702cf05b4c7c4e0c81835dd2e8569f45df7ad10e3efd0728ca3610e31bf7
gag	8p23.1e	8p23.1e	NA18565_hap1	NA18565_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18565#1#CM094321.1:12195611-12205430	NA18565	h1	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	NA18565_hap1	NA18565_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18565#1#CM094321.1:12195611-12205430	NA18565	h1	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	NA18565_hap1	NA18565_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18565#1#CM094321.1:12195611-12205430	NA18565	h1	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	NA18565_hap1	NA18565_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18565#1#CM094321.1:12195611-12205430	NA18565	h1	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	NA18620_hap2	NA18620_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18620#2#CM089832.1:12077771-12087589	NA18620	h2	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	NA18620_hap2	NA18620_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18620#2#CM089832.1:12077771-12087589	NA18620	h2	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	NA18620_hap2	NA18620_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18620#2#CM089832.1:12077771-12087589	NA18620	h2	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	NA18620_hap2	NA18620_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18620#2#CM089832.1:12077771-12087589	NA18620	h2	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	NA18940_hap1	NA18940_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18940#1#CM101706.1:12844169-12853987	NA18940	h1	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	NA18940_hap1	NA18940_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18940#1#CM101706.1:12844169-12853987	NA18940	h1	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	NA18940_hap1	NA18940_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18940#1#CM101706.1:12844169-12853987	NA18940	h1	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	NA18940_hap1	NA18940_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18940#1#CM101706.1:12844169-12853987	NA18940	h1	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	NA18943_hap2	NA18943_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18943#2#CM101690.1:12744446-12754265	NA18943	h2	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	NA18943_hap2	NA18943_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18943#2#CM101690.1:12744446-12754265	NA18943	h2	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	NA18943_hap2	NA18943_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18943#2#CM101690.1:12744446-12754265	NA18943	h2	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	NA18943_hap2	NA18943_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18943#2#CM101690.1:12744446-12754265	NA18943	h2	0	5544fd56c3ea302d5b3dea08fc70776956985448e2140b5e87c41bb248bb8c17
gag	8p23.1e	8p23.1e	NA18944_hap1	NA18944_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18944#1#CM101647.1:12554993-12564811	NA18944	h1	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	NA18944_hap1	NA18944_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18944#1#CM101647.1:12554993-12564811	NA18944	h1	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	NA18944_hap1	NA18944_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18944#1#CM101647.1:12554993-12564811	NA18944	h1	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	NA18944_hap1	NA18944_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18944#1#CM101647.1:12554993-12564811	NA18944	h1	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	NA18948_hap1	NA18948_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18948#1#CM101602.1:11995615-12005433	NA18948	h1	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	NA18948_hap1	NA18948_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18948#1#CM101602.1:11995615-12005433	NA18948	h1	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	NA18948_hap1	NA18948_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18948#1#CM101602.1:11995615-12005433	NA18948	h1	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	NA18948_hap1	NA18948_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	NA18948#1#CM101602.1:11995615-12005433	NA18948	h1	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
